,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,smart_9_normalized,smart_10_normalized,smart_11_normalized,smart_12_normalized,smart_13_normalized,smart_15_normalized,smart_22_normalized,smart_183_normalized,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_189_normalized,smart_190_normalized,smart_191_normalized,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_196_normalized,smart_197_normalized,smart_198_normalized,smart_199_normalized,smart_200_normalized,smart_201_normalized,smart_220_normalized,smart_222_normalized,smart_223_normalized,smart_224_normalized,smart_225_normalized,smart_226_normalized,smart_240_normalized,smart_241_normalized,smart_242_normalized,smart_250_normalized,smart_251_normalized,smart_252_normalized,smart_254_normalized,smart_255_normalized
3860,2016-01-01,Z1Z06JJ1,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,75.0,100.0,100.0,100.0,25.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
4596,2016-01-01,Z1Z047DC,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,65.0,100.0,100.0,100.0,35.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
4816,2016-01-01,Z1Z03F8P,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
5316,2016-01-01,Z1Z04SF2,ST4000DX000,1.976651427858e-311,0,109,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
5717,2016-01-01,Z1Z03JEY,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,67.0,100.0,100.0,100.0,33.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
5822,2016-01-01,Z1Z03H2G,ST4000DX000,1.976651427858e-311,0,111,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
5868,2016-01-01,Z1Z05AX4,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,86.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
6052,2016-01-01,Z1Z059YA,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
6299,2016-01-01,Z1Z05Q5Q,ST4000DX000,1.976651427858e-311,0,112,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,61.0,100.0,100.0,100.0,39.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
6358,2016-01-01,Z1Z046S6,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,38.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
7060,2016-01-01,Z1Z055DY,ST4000DX000,1.976651427858e-311,0,112,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,74.0,100.0,100.0,100.0,26.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
7400,2016-01-01,Z1Z05927,ST4000DX000,1.976651427858e-311,0,108,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,84.0,70.0,100.0,100.0,100.0,30.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
7990,2016-01-01,Z1Z05LP2,ST4000DX000,1.976651427858e-311,0,112,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,30.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
8022,2016-01-01,Z1Z05APG,ST4000DX000,1.976651427858e-311,0,109,,91,100,100,85,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,34.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
8445,2016-01-01,Z1Z04S1V,ST4000DX000,1.976651427858e-311,0,120,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
8709,2016-01-01,Z1Z05QZV,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,63.0,100.0,100.0,100.0,37.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
8906,2016-01-01,Z1Z05J2K,ST4000DX000,1.976651427858e-311,0,109,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
8961,2016-01-01,Z1Z03GZ2,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,78.0,100.0,100.0,100.0,22.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9166,2016-01-01,Z1Z03F55,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9217,2016-01-01,Z1Z03F5X,ST4000DX000,1.976651427858e-311,0,119,,93,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,68.0,100.0,100.0,100.0,32.0,35.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9356,2016-01-01,Z1Z0543B,ST4000DX000,1.976651427858e-311,0,113,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,70.0,100.0,100.0,100.0,30.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9359,2016-01-01,Z1Z05439,ST4000DX000,1.976651427858e-311,0,116,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,99.0,79.0,100.0,100.0,100.0,21.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9399,2016-01-01,Z1Z03EJ2,ST4000DX000,1.976651427858e-311,0,112,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,67.0,100.0,100.0,100.0,33.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9402,2016-01-01,Z1Z03EJ5,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9404,2016-01-01,Z1Z03EJD,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,33.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9758,2016-01-01,Z1Z06G0S,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,52.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
9918,2016-01-01,Z1Z05Q75,ST4000DX000,1.976651427858e-311,0,111,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,94.0,68.0,100.0,100.0,100.0,32.0,57.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
10080,2016-01-01,Z1Z04BWS,ST4000DX000,1.976651427858e-311,0,112,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,96.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
10247,2016-01-01,Z1Z04PSH,ST4000DX000,1.976651427858e-311,0,113,,90,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,94.0,67.0,100.0,100.0,100.0,33.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
10729,2016-01-01,Z1Z05NYQ,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,38.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
10939,2016-01-01,Z1Z047A7,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,70.0,100.0,100.0,100.0,30.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
11127,2016-01-01,Z1Z04FH6,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
11394,2016-01-01,Z1Z04RTD,ST4000DX000,1.976651427858e-311,0,111,,91,100,100,91,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,66.0,100.0,100.0,100.0,34.0,57.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
11495,2016-01-01,Z1Z06HZ0,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,64.0,100.0,100.0,100.0,36.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
11752,2016-01-01,Z1Z06G8D,ST4000DX000,1.976651427858e-311,0,120,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,64.0,100.0,100.0,100.0,36.0,56.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
12043,2016-01-01,Z1Z03JF5,ST4000DX000,1.976651427858e-311,0,109,,90,100,100,90,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
12211,2016-01-01,Z1Z05QJW,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,97.0,74.0,100.0,100.0,100.0,26.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
13645,2016-01-01,Z1Z053VH,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
13788,2016-01-01,Z1Z05C7M,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,85,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
13952,2016-01-01,Z1Z04D20,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,33.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
14024,2016-01-01,Z1Z05C75,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
14265,2016-01-01,Z1Z05AWS,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,93.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
14808,2016-01-01,Z1Z02SPH,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,45.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
15303,2016-01-01,Z1Z037F3,ST4000DX000,1.976651427858e-311,0,118,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
15755,2016-01-01,Z1Z05992,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,38.0,30.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
15756,2016-01-01,Z1Z05993,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,66.0,100.0,100.0,100.0,34.0,51.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
17016,2016-01-01,Z1Z05PNF,ST4000DX000,1.976651427858e-311,0,106,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,62.0,100.0,100.0,100.0,38.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
17178,2016-01-01,Z1Z02SEZ,ST4000DX000,1.976651427858e-311,0,115,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
17454,2016-01-01,Z1Z03YKP,ST4000DX000,1.976651427858e-311,0,120,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,69.0,100.0,100.0,100.0,31.0,51.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
17720,2016-01-01,Z1Z05QD2,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,62.0,100.0,100.0,100.0,38.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
17822,2016-01-01,Z1Z03EM1,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,97.0,72.0,100.0,100.0,100.0,28.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
18409,2016-01-01,Z1Z03091,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,25.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
18877,2016-01-01,Z1Z053VL,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,64.0,100.0,100.0,100.0,36.0,32.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
19405,2016-01-01,Z1Z03CX9,ST4000DX000,1.976651427858e-311,0,111,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,67.0,100.0,100.0,100.0,33.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
19621,2016-01-01,Z1Z06K5P,ST4000DX000,1.976651427858e-311,0,109,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
19808,2016-01-01,Z1Z046W2,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,64.0,100.0,100.0,100.0,36.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
19897,2016-01-01,Z1Z05NX7,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,86,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,71.0,100.0,100.0,100.0,29.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
20026,2016-01-01,Z1Z0470E,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,64.0,100.0,100.0,100.0,36.0,46.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
20143,2016-01-01,Z1Z04XX7,ST4000DX000,1.976651427858e-311,0,102,,90,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,73.0,100.0,100.0,100.0,27.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
20153,2016-01-01,Z1Z03EXL,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,71.0,100.0,100.0,100.0,29.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
20233,2016-01-01,Z1Z04RNL,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
21347,2016-01-01,Z1Z03HH1,ST4000DX000,1.976651427858e-311,0,110,,90,100,100,92,,72,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
21428,2016-01-01,Z1Z053VV,ST4000DX000,1.976651427858e-311,0,110,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,97.0,66.0,100.0,100.0,100.0,34.0,53.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
21467,2016-01-01,Z1Z053V7,ST4000DX000,1.976651427858e-311,0,117,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,68.0,100.0,100.0,100.0,32.0,51.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
21666,2016-01-01,Z1Z06H25,ST4000DX000,1.976651427858e-311,0,119,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,65.0,100.0,100.0,100.0,35.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
22800,2016-01-01,Z1Z02W1K,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,66.0,100.0,100.0,100.0,34.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
23331,2016-01-01,Z1Z054CD,ST4000DX000,1.976651427858e-311,0,119,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,68.0,100.0,100.0,100.0,32.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
23421,2016-01-01,Z1Z03F7N,ST4000DX000,1.976651427858e-311,0,110,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,98.0,72.0,100.0,100.0,100.0,28.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
23497,2016-01-01,Z1Z058JM,ST4000DX000,1.976651427858e-311,0,116,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
23560,2016-01-01,Z1Z059HA,ST4000DX000,1.976651427858e-311,0,114,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,67.0,100.0,100.0,100.0,33.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
24027,2016-01-01,Z1Z03F39,ST4000DX000,1.976651427858e-311,0,115,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,97.0,71.0,100.0,100.0,100.0,29.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
24121,2016-01-01,Z1Z03706,ST4000DX000,1.976651427858e-311,0,118,,90,100,100,86,,97,100,,100,,,,100.0,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,26.0,60.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
24272,2016-01-01,Z1Z03J8E,ST4000DX000,1.976651427858e-311,0,108,,90,100,100,95,,72,100,,100,,,,100.0,100.0,100.0,100.0,99.0,68.0,100.0,100.0,100.0,32.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
24604,2016-01-01,Z1Z04SMV,ST4000DX000,1.976651427858e-311,0,116,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,99.0,67.0,100.0,100.0,100.0,33.0,59.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
24706,2016-01-01,Z1Z04S62,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,65.0,100.0,100.0,100.0,35.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
25092,2016-01-01,Z1Z04PQ1,ST4000DX000,1.976651427858e-311,0,120,,90,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,69.0,100.0,100.0,100.0,31.0,55.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
25611,2016-01-01,Z1Z05CDK,ST4000DX000,1.976651427858e-311,0,115,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,97.0,62.0,100.0,100.0,100.0,38.0,58.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
25726,2016-01-01,Z1Z05QGE,ST4000DX000,1.976651427858e-311,0,117,,91,100,100,94,,74,100,,100,,,,100.0,100.0,100.0,100.0,98.0,65.0,100.0,100.0,100.0,35.0,54.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
25796,2016-01-01,Z1Z0512X,ST4000DX000,1.976651427858e-311,0,114,,91,100,100,95,,74,100,,100,,,,100.0,100.0,100.0,100.0,100.0,63.0,100.0,100.0,100.0,37.0,57.0,,100,100,200,,,,,,,,,100.0,100.0,100.0,,,,,
