,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,smart_9_normalized,smart_10_normalized,smart_11_normalized,smart_12_normalized,smart_13_normalized,smart_15_normalized,smart_22_normalized,smart_183_normalized,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_189_normalized,smart_190_normalized,smart_191_normalized,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_196_normalized,smart_197_normalized,smart_198_normalized,smart_199_normalized,smart_200_normalized,smart_201_normalized,smart_220_normalized,smart_222_normalized,smart_223_normalized,smart_224_normalized,smart_225_normalized,smart_226_normalized,smart_240_normalized,smart_241_normalized,smart_242_normalized,smart_250_normalized,smart_251_normalized,smart_252_normalized,smart_254_normalized,smart_255_normalized
6714,2016-01-01,WD-WCAYUEH50142,WDC WD1600AAJS,7.9071197618e-313,0,200,,158,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,102.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
6737,2016-01-01,WD-WMAYV3389057,WDC WD1600AAJS,7.9071197618e-313,0,200,,159,100,200,200,,68,100,100.0,100,,,,,,,,,,,200.0,200.0,115.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
8690,2016-01-01,WD-WCAYUJT13432,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
9223,2016-01-01,WD-WMAYUV393170,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,100,200,200,,61,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
9804,2016-01-01,WD-WCAV3D509504,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,100,200,100,,49,100,100.0,100,,,,,100.0,100.0,100.0,,66.0,,200.0,200.0,,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
9938,2016-01-01,WD-WMAYUU025032,WDC WD1600AAJS,7.9071197618e-313,0,200,,134,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
10205,2016-01-01,WD-WCAYUJU88686,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,107.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
10370,2016-01-01,WD-WCAYUEH96465,WDC WD1600AAJS,7.9071197618e-313,0,200,,157,100,200,200,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
10738,2016-01-01,WD-WCAYW1800255,WDC WD1600AAJS,7.9071197618e-313,0,200,,155,100,200,200,,71,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
10805,2016-01-01,WD-WMAYV3035245,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,56,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
11069,2016-01-01,WD-WCAYUJV26974,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
11171,2016-01-01,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,100,200,200,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,107.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
11202,2016-01-01,WD-WMAYV4085527,WDC WD1600AAJS,7.9071197618e-313,0,200,,158,100,200,200,,67,100,100.0,100,,,,,,,,,,,200.0,200.0,115.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
11402,2016-01-01,WD-WMAYV0000510,WDC WD1600AAJS,7.9071197618e-313,0,200,,146,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
11760,2016-01-01,WD-WCAYW1083784,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,100,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
11942,2016-01-01,WD-WCAYW1765056,WDC WD1600AAJS,7.9071197618e-313,0,200,,149,100,200,200,,70,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
12389,2016-01-01,WD-WCAV2P327166,WDC WD1600AAJS,7.9071197618e-313,0,200,,171,100,200,100,,92,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
12741,2016-01-01,WD-WMAYV0000316,WDC WD1600AAJS,7.9071197618e-313,0,200,,164,100,200,200,,54,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
14284,2016-01-01,WD-WCAYW1801221,WDC WD1600AAJS,7.9071197618e-313,0,200,,146,100,200,200,,71,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
15070,2016-01-01,WD-WCAYUEH66104,WDC WD1600AAJS,7.9071197618e-313,0,200,,159,100,200,200,,54,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
15716,2016-01-01,WD-WCAYUEH03713,WDC WD1600AAJS,7.9071197618e-313,0,200,,139,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
16265,2016-01-01,WD-WMAYW3414501,WDC WD1600AAJS,7.9071197618e-313,0,200,,165,100,200,200,,66,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
16774,2016-01-01,WD-WMAYV0000414,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,102.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
16775,2016-01-01,WD-WMAYV0000415,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,100,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
17790,2016-01-01,WD-WMAYV2994548,WDC WD1600AAJS,7.9071197618e-313,0,200,,139,100,200,200,,56,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
18479,2016-01-01,WD-WMAYV2991913,WDC WD1600AAJS,7.9071197618e-313,0,200,,139,100,200,200,,66,100,100.0,100,,,,,,,,,,,200.0,200.0,103.0,,200.0,200,200,200,197.0,,,,,,,,,,,,,,,
19506,2016-01-01,WD-WMAYW3749025,WDC WD1600AAJS,7.9071197618e-313,0,200,,148,100,200,200,,69,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
19683,2016-01-01,WD-WMAYW3886788,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,63,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
20071,2016-01-01,WD-WMAYV2528156,WDC WD1600AAJS,7.9071197618e-313,0,200,,153,100,200,200,,69,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
20295,2016-01-01,WD-WCAYUJV26862,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,63,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
20511,2016-01-01,WD-WMAYW2228410,WDC WD1600AAJS,7.9071197618e-313,0,200,,159,100,200,200,,69,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
20785,2016-01-01,WD-WCAYUAS62352,WDC WD1600AAJS,7.9071197618e-313,0,200,,137,100,200,100,,51,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
20880,2016-01-01,WD-WCAYW1872210,WDC WD1600AAJS,7.9071197618e-313,0,200,,149,100,200,200,,63,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
21406,2016-01-01,WD-WMAYV0000227,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
21627,2016-01-01,WD-WCAYW0776898,WDC WD1600AAJS,7.9071197618e-313,0,200,,134,100,200,100,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
22222,2016-01-01,WD-WCAYUEH72518,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,55,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
23083,2016-01-01,WD-WCAYW1779619,WDC WD1600AAJS,7.9071197618e-313,0,200,,142,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,120.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
23365,2016-01-01,WD-WCAYW1832115,WDC WD1600AAJS,7.9071197618e-313,0,200,,142,100,200,200,,63,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
26795,2016-01-01,WD-WMAYV1072203,WDC WD1600AAJS,7.9071197618e-313,0,200,,166,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
27698,2016-01-01,WD-WMAYW3195089,WDC WD1600AAJS,7.9071197618e-313,0,200,,156,100,200,200,,71,100,100.0,100,,,,,,,,,,,200.0,200.0,110.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
28170,2016-01-01,WD-WMAYUT624365,WDC WD1600AAJS,7.9071197618e-313,0,200,,157,100,200,200,,67,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
28854,2016-01-01,WD-WMAYW2167154,WDC WD1600AAJS,7.9071197618e-313,0,200,,158,100,200,200,,66,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
29987,2016-01-01,WD-WMAYV0000527,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,103.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
32284,2016-01-01,WD-WMAYV2980757,WDC WD1600AAJS,7.9071197618e-313,0,200,,148,100,200,200,,64,100,100.0,100,,,,,,,,,,,200.0,200.0,107.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
32386,2016-01-01,WD-WMAYUU512255,WDC WD1600AAJS,7.9071197618e-313,0,200,,175,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
33416,2016-01-01,WD-WMAV38956161,WDC WD1600AAJS,7.9071197618e-313,0,200,,151,100,200,200,,46,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
34042,2016-01-01,WD-WMAYUL690739,WDC WD1600AAJS,7.9071197618e-313,0,200,,148,100,200,200,,69,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
34091,2016-01-01,WD-WCAYUEE96492,WDC WD1600AAJS,7.9071197618e-313,0,200,,139,100,200,200,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
35256,2016-01-01,WD-WCAYUEH05953,WDC WD1600AAJS,7.9071197618e-313,0,200,,137,100,200,100,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
35311,2016-01-01,WD-WCAYUJL10498,WDC WD1600AAJS,7.9071197618e-313,0,200,,143,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
35849,2016-01-01,WD-WMAYW2167361,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,56,100,100.0,100,,,,,,,,,,,200.0,200.0,110.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
36063,2016-01-01,WD-WCAYW1091079,WDC WD1600AAJS,7.9071197618e-313,0,200,,142,100,200,100,,51,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
36391,2016-01-01,WD-WMAYV2903150,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,56,100,100.0,100,,,,,,,,,,,200.0,200.0,110.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
38167,2016-01-01,WD-WMAYV0000405,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
38349,2016-01-01,WD-WMAYV0000302,WDC WD1600AAJS,7.9071197618e-313,0,200,,150,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,104.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
39092,2016-01-01,WD-WMAYUU119900,WDC WD1600AAJS,7.9071197618e-313,0,200,,160,100,200,200,,70,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
39171,2016-01-01,WD-WCAYW1767242,WDC WD1600AAJS,7.9071197618e-313,0,200,,154,100,200,200,,66,100,100.0,100,,,,,,,,,,,200.0,200.0,110.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
39597,2016-01-01,WD-WMAYV2571159,WDC WD1600AAJS,7.9071197618e-313,0,200,,167,100,200,200,,69,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
41609,2016-01-01,WD-WMAYW2227991,WDC WD1600AAJS,7.9071197618e-313,0,200,,148,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,104.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
43158,2016-01-01,WD-WCAYUEJ03486,WDC WD1600AAJS,7.9071197618e-313,0,200,,142,100,200,200,,51,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
43442,2016-01-01,WD-WMAYW3848009,WDC WD1600AAJS,7.9071197618e-313,0,200,,158,100,200,200,,70,100,100.0,100,,,,,,,,,,,200.0,200.0,112.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
44331,2016-01-01,WD-WMAYV0828131,WDC WD1600AAJS,7.9071197618e-313,0,200,,148,100,200,200,,68,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
45616,2016-01-01,WD-WMAYW2247383,WDC WD1600AAJS,7.9071197618e-313,0,200,,144,100,200,200,,70,100,100.0,100,,,,,,,,,,,200.0,200.0,108.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
46111,2016-01-01,WD-WMAYV0000297,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
46784,2016-01-01,WD-WCAYW1772100,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,108.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
47021,2016-01-01,WD-WMAYUL641852,WDC WD1600AAJS,7.9071197618e-313,0,200,,152,100,200,200,,63,100,100.0,100,,,,,,,,,,,200.0,200.0,110.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
47300,2016-01-01,WD-WMAYW2777524,WDC WD1600AAJS,7.9071197618e-313,0,200,,147,100,200,200,,58,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
47711,2016-01-01,WD-WMAYV0000505,WDC WD1600AAJS,7.9071197618e-313,0,200,,161,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
47712,2016-01-01,WD-WMAYV0000500,WDC WD1600AAJS,7.9071197618e-313,0,200,,146,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
47713,2016-01-01,WD-WMAYV0000501,WDC WD1600AAJS,7.9071197618e-313,0,200,,137,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
48240,2016-01-01,WD-WMAYV3345682,WDC WD1600AAJS,7.9071197618e-313,0,200,,156,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
48386,2016-01-01,WD-WMAYV3889545,WDC WD1600AAJS,7.9071197618e-313,0,200,,150,100,200,200,,59,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
48763,2016-01-01,WD-WCAV2P319750,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,100,200,100,,37,100,100.0,100,,,,,,,,,,,200.0,200.0,113.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
48930,2016-01-01,WD-WMAYV0000392,WDC WD1600AAJS,7.9071197618e-313,0,200,,139,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
48933,2016-01-01,WD-WMAYV0000398,WDC WD1600AAJS,7.9071197618e-313,0,200,,140,100,200,200,,54,100,100.0,100,,,,,,,,,,,200.0,200.0,108.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
49308,2016-01-01,WD-WMAYU6729198,WDC WD1600AAJS,7.9071197618e-313,0,200,,137,100,200,200,,53,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
49544,2016-01-01,WD-WCAYV1866163,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
50085,2016-01-01,WD-WMAYUV326407,WDC WD1600AAJS,7.9071197618e-313,0,200,,151,100,200,200,,66,100,100.0,100,,,,,,,,,,,200.0,200.0,115.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
51904,2016-01-01,WD-WCAYV1179833,WDC WD1600AAJS,7.9071197618e-313,0,200,,136,100,200,100,,51,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
51984,2016-01-01,WD-WMAYV2580526,WDC WD1600AAJS,7.9071197618e-313,0,200,,147,100,200,200,,69,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
52928,2016-01-01,WD-WMAYV2570576,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
54643,2016-01-01,WD-WCAYUEH59392,WDC WD1600AAJS,7.9071197618e-313,0,200,,160,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,109.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
54874,2016-01-01,WD-WMAYV3032878,WDC WD1600AAJS,7.9071197618e-313,0,200,,147,100,200,200,,68,100,100.0,100,,,,,,,,,,,200.0,200.0,111.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
55744,2016-01-01,WD-WMAYV0000509,WDC WD1600AAJS,7.9071197618e-313,0,200,,136,100,200,200,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
56010,2016-01-01,WD-WMAYV3001446,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,100,200,200,,56,100,100.0,100,,,,,,,,,,,200.0,200.0,107.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
56703,2016-01-01,WD-WCAYUEH99378,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,100,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
56756,2016-01-01,WD-WMAYUK184305,WDC WD1600AAJS,7.9071197618e-313,0,200,,143,100,200,200,,69,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
57125,2016-01-01,WD-WCAYUEH08130,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,100,,52,100,100.0,100,,,,,,,,,,,200.0,200.0,118.0,,200.0,200,100,200,100.0,,,,,,,,,,,,,,,
57772,2016-01-01,WD-WMAYUU472236,WDC WD1600AAJS,7.9071197618e-313,0,200,,148,100,200,200,,68,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
57844,2016-01-01,WD-WMAYV2811694,WDC WD1600AAJS,7.9071197618e-313,0,200,,143,100,200,100,,64,100,100.0,100,,,,,,,,,,,200.0,200.0,107.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
58310,2016-01-01,WD-WCAYUJV26173,WDC WD1600AAJS,7.9071197618e-313,0,200,,141,100,200,100,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,117.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
58955,2016-01-01,WD-WMAYV0000238,WDC WD1600AAJS,7.9071197618e-313,0,200,,148,100,200,200,,63,100,100.0,100,,,,,,,,,,,200.0,200.0,119.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
61972,2016-01-01,WD-WCAYW1796315,WDC WD1600AAJS,7.9071197618e-313,0,200,,165,100,200,200,,72,100,100.0,100,,,,,,,,,,,200.0,200.0,116.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
62857,2016-01-01,WD-WCAYUEJ03657,WDC WD1600AAJS,7.9071197618e-313,0,200,,142,100,200,200,,51,100,100.0,100,,,,,,,,,,,200.0,200.0,110.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
62999,2016-01-01,WD-WCAYUEH70424,WDC WD1600AAJS,7.9071197618e-313,0,200,,157,100,200,200,,55,100,100.0,100,,,,,,,,,,,200.0,200.0,108.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
63163,2016-01-01,WD-WMAYV4119558,WDC WD1600AAJS,7.9071197618e-313,0,200,,150,100,200,200,,66,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
63774,2016-01-01,WD-WMAYV0000324,WDC WD1600AAJS,7.9071197618e-313,0,200,,161,100,200,200,,62,100,100.0,100,,,,,,,,,,,200.0,200.0,104.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
64117,2016-01-01,WD-WMAYV4092110,WDC WD1600AAJS,7.9071197618e-313,0,200,,147,100,200,200,,66,100,100.0,100,,,,,,,,,,,200.0,200.0,114.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
64259,2016-01-01,WD-WCAYUEH50142,WDC WD1600AAJS,7.9071197618e-313,0,200,,158,100,200,200,,65,100,100.0,100,,,,,,,,,,,200.0,200.0,102.0,,200.0,200,200,200,200.0,,,,,,,,,,,,,,,
